,term_id,sign_score,level,annotation_gene,start_time,end_time,geneSize,time_size
791,106637,0.0072,1,"836393,816270,3768499,820211,831910,839642,837974,830157,825714,833979,816546,818599,3770591,817272,843596,838364,831377,817646,817221,832136,841984,830754,841652,823859,831151,827564,828577,835355,838455,831832,821143,820741,833471,828489,818731,818633,838021",71,80,37,10
792,118807,0.0072,1,"832070,818903,827830,844264,818899,837265,835375,841447,840894,840006,820775,818822,843810,820176,838984,829995,821840,818672,831122,832247,822055,839869,839930,826914,816936,822266,831528,834286,816768,830128,824937,843048,838151,837555,818300,827001,828213",73,82,37,10
793,93056,0.0072,1,"830157,817272,832454,820211,838364,838021,841984,829730,843810,834286,822266,834212,842985,818672,827921,837179,824699,824937,838455,836393,843596,831910,825714,816546,827564,828577,818599,831377,835355,818633,832136,833979,823859,3770591,831151,831832,839642",69,78,37,10
794,93057,0.0072,1,"830157,817272,832454,820211,838364,838021,841984,829730,843810,834286,822266,834212,842985,818672,827921,837179,824699,824937,838455,836393,843596,831910,825714,816546,827564,828577,818599,831377,835355,818633,832136,820176,821840,816936,843048,840006,829283",69,78,37,10
795,93059,0.0072,1,"830157,817272,832454,820211,838364,838021,841984,829730,843810,834286,822266,834212,842985,818672,827921,837179,824699,824937,835375,3770591,833979,832136,831910,843596,816546,836393,823859,831151,839642,827564,825714,828577,835355,818599,831377,831832,818633",69,78,37,10
796,11814,0.0072,1,"816270,820211,827001,837265,837974,830157,817272,838851,831151,835398,818899,831861,826914,835320,835375,837778,818633,834212,817221,832070,839433,820775,844378,833979,817499,825714,843810,836043,820176,839566,816546,842985,829730,825208,824970,841843,818672,830101,834232,817646,831122,832247,837996,3770591,844343,843596,822055,838364,839869,818069,827727,822517,838151,818343,832057,843095,838455,831832,843048,821143,822266,834286,841984,816545,824699,844264,841652,844010,841534,831377,833471,820741,818731,832136,816768,841558,824937,831888,827830,842103,818300,843903,829995,821840,838807,831472,841447,827307",54,63,88,10
797,141009,0.0071,1,"820211,833979,829283,831832,830157,831151,841843,827564,838021,830754,817272,818633,838364,838455",78,87,14,10
798,179624,0.0071,1,"823831,818822,828884,820827,841468,816768,831472,822132,822517,843903,838807,841558,836043,833471",90,99,14,10
799,50234,0.0071,1,"843903,818822,839869,822132,816936,824970,829995,841558,830101,838807,838984,832070,831472,839930,835398,818899,826914,841447,831528,820775,837555,830754,835375,831122,825208,838151,840894,816768",62,71,28,10
800,179548,0.0071,1,"837179,837555,838364,840894,841843,842985,843048,843596,817272,821840,822266,824699,829730,830101,831832,831151,831377",89,110,17,22
801,86919,0.0071,1,"837265,838151,839869,839930,840894,841447,816768,816936,818300,818903,820775,822055,824937,826914,828595,831122,832247",68,78,17,11
802,44068,0.0071,1,"841447,818899,827830,831528,820775,818672,837179,826914,838151,835398,827001,835375,837265,840894,834212,825208,818069,821840,832247,831122,822055,841652,816768,824699,824937,829730,816546,842985,838364,831832,818300,837555,830101,839869,830754,816936,838984,839930,824970,829995,818903,827921,844264,840006,838021,820211,820176",61,70,47,10
803,44075,0.0071,1,"841447,818899,827830,831528,820775,818672,837179,826914,838151,835398,827001,835375,837265,840894,834212,825208,818069,821840,832247,831122,822055,841652,816768,824699,824937,829730,816546,842985,838364,831832,818300,837555,830101,839869,830754,816936,838984,839930,824970,829995,818903,836043,828595,843903,838807,840006,838021",61,70,47,10
804,137483,0.007,1,"842103,838672,827001,818899,837265,835375,827830,824970,841892,840894,834212,832070,844283,828917,838079,820775,835431,818903,818822,820176,843810,838984,837555,816651,816546,829730,824524,825208,841447,829995,821840,818672,830101,831122,832247,822205,841468,832454,822055,839869,839930,826914,834286,841984,824699,816936,841652,844264,843747,837179,828595,838151,816768,830128,831472,831528,824937,818300,818633,842985,843596,822266",77,86,62,10
805,44063,0.007,1,"841447,818899,827830,831528,820775,818672,837179,826914,838151,835398,827001,835375,837265,840894,834212,825208,818069,821840,832247,831122,822055,841652,816768,824699,824937,829730,831472,824970,829995,830101,832070,830754,818300,839869,838984,839930,837555,816936,818903,844264,838021,840006,828595",61,70,43,10
806,186,0.007,1,"816270,820211,827001,837265,843903,837974,818903,827307,839566,829730,817272,832136,823831,818599,838079,831151,829283,835375,827830,840894,834212,816545,818069,817221,841900,839433,833979,825714,817499,836043,843048,843810,816546,842985,825208,824970,831528,829995,841558,826914,841843,821840,818672,830101,834232,831122,837996,844343,842103,841468,843596,838364,839869,832070,827727,822517,838151,818343,827564,832057,843095,838455,837778,831832,822266,831861,837179,817646,841984,830754,824699,816936,844264,841652,823859,841534,831472,831377,819107,824937,818731,835398,820741,821657,838807,841892,816768,832247,835320,829438,820041",49,58,91,10
807,103505,0.0069,1,"838672,841468,841892,824970,829995,830101,831472,832070",70,93,8,24
808,174993,0.0069,1,"837555,838364,840894,841843,843048,843596,817272,820741,824699,829730,831151,831377",87,110,12,24
809,79739,0.0069,1,"832454,841984,817272,820211,830157,825714,831910,843596,827564,832136,828577,838455,823859,839642,818633,816546,818599,3770591,835355,831377,843048,843810,830754,838021",67,76,24,10
810,79743,0.0069,1,"832454,841984,817272,820211,830157,825714,831910,843596,827564,832136,828577,838455,823859,838364,830754,843810,818633,816546,818599,831377,835355,3770591,843048,838021",67,76,24,10
811,181484,0.0069,1,"828884,823831,820827,841468,816768,833471,832070,818899,841447,818822,831528,824970,826914,841652,829995,831472,832247,838079,835431,841558,838984,818069,822055,816936",91,100,24,10
812,118800,0.0069,1,"828577,827564,832136,831151,820741,833979,817272,831910,3770591,839642,821143,828489,831377,818599,843596,825714,835355,838021,830157,820211,829730,834212,838364,823859",73,82,24,10
813,86641,0.0069,1,"837265,820775,832247,841447,831122,840894,822055,838151,818672,824699,816936,835375,829730,821840,824937,840006,837179,841652,828595,818300,839930,827830,838984,837555",68,77,24,10
814,124371,0.0069,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,828917,816651,844283,827830,822205,844264,828595,818903,839869,838151,839930,818300,838079,843747,835375,820775,822055,818672,832454,841984,831528,818822,827001,818899,826914,841652,824524,841892,841447,825208,824970,840894,832247,830101,831122,816768,830128",74,83,48,10
815,124381,0.0069,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,828917,816651,844283,827830,822205,844264,828595,818903,839869,838151,839930,818300,838079,843747,835375,820775,822055,829995,827001,818899,841447,840894,826914,841652,818822,824524,825208,816768,830128,832247,831122,841892,824970,831528,830101,832454,841984",74,83,48,10
816,93102,0.0069,1,"818903,839869,830128,818899,841447,822055,837265,832247,831122,826914,816768,838151,838807,818822,836043,830101,824970,831528,832070,829995,831472,820775,840894,816936",69,78,24,10
817,96624,0.0069,1,"838672,841892,829995,830128,831472,832070",69,92,6,24
818,129896,0.0069,1,"837179,837265,837555,838079,838151,838672,838984,839869,839930,840894,841447,841652,841984,843747,843810,844264,844283,816546,816651,816768,816936,818300,818672,818822,818899,818903,820176,820775,821840,822055,822205,824524,824699,824937,825208,826914,827001,827830,828595,828917,829730,830128,831122,831528,832247,832454,834212,835375",75,87,48,13
819,56561,0.0069,1,"837778,839642,841843,841984,843596,843810,844010,844343,816270,816546,817221,817272,817646,818599,818633,818731,819107,823859,825714,827564,828489,828577,3770591,830157,831910,831832,831151,831377,832057,832136,832454,833471,833979,834286,835355",63,73,35,11
820,188,0.0069,1,"3768499,818899,838250,830157,817174,820176,838984,835431,3770591,837040,844283,828213,844010,830128,828577,839392,828595,841920,835355,832454,816651,831910,841467,824524,844230,836393,842833,843827,818300",49,58,29,10
821,151779,0.0069,1,"844010,817221,818599,821143,825714",80,108,5,29
822,155450,0.0069,1,"829995,824970,818069,831472,841468,832070,841892,827001,835375,837265,840894,818899,820775,818903,818822,816546,825208,841447,831528,818672,830101,832247,831122,832454,822055,839869,839930,841652,826914,816936,838151,816768,830128,838079,841984,837555,824937,838672,827830,838984,837179,824699,844283,829730,828577,828595,844264,818300,817272,834286,820176,843810,821840,834212,843048,822266,828213,824524",82,91,58,10
823,124401,0.0069,1,"832136,820211,833979,817272,838021,827921,838364,827564,830754,831832,829283,840006,843048,834286,822266,828577,843596,818633,841984,842985,843810,818672,841900,828213,832454,820176,837179,834212,829730",74,83,29,10
824,124323,0.0069,1,"841534,824970,841892,831528,830101,818069,818822,826914,822132,818899,832070,841447,829995,816768,831472,832247,841468,838672,839869,818903,824524,838151,830128,835431,822055,838079,843747,839930,818300",74,83,29,10
825,162066,0.0069,1,"838455,841843,842985,843048,843596,817272,822266,829283,831832,833979",83,111,10,29
826,125021,0.0069,1,"837179,837265,837555,838151,838984,839869,839930,840894,841652,841984,842985,843596,843810,844264,844283,816546,816651,816936,818300,818633,818672,818903,820176,820775,821840,822055,822205,824699,824937,825208,827001,827830,828577,828595,828917,829730,831122,832247,832454,834212,835375",74,86,41,13
827,112859,0.0069,1,"829730,832454,838364,818672,837179,835375,824699,816936,824937,822266,829283,840006,843810,827921,843048,834286,827001,820176,838984,837555,821840,828213,838021,820211,841984,831910,842985,836393,825208,817272,843596,830157,834212,841843",72,81,34,10
828,129600,0.0069,1,"837179,834212,821840,837555,816546,829730,818672,832454,841984,824699,830754,820211,829283,830157,833979,843596,834286,838021,843810,828213,842985,841843,827564,828577,827921,831832,841900,840006,843048,822266,817272,838364,818633,841652",75,84,34,10
829,112897,0.0068,1,"829995,831472,824970,830101,826914,841892,818899,831528,818822,841447,832247,831122,822055,816768,830128,818903,827830,839869,839930,818300,844264,837265,838151,841900,828595,827001,834286,820176,843810,838984,837555,829283,840894,821840,827921,820775,828213,840006,843048",72,81,39,10
830,118846,0.0068,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,835375,816936,824937,839869,839930,818300,838151,837265,841447,822055,818903,827830,818899,818822,832247,816768,830128,831122,820775,840894,829283,842985,838455,820211,841984,829730,830157,834212,843596,838364,825208",73,82,44,10
831,124376,0.0068,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,828917,816651,844283,827830,822205,844264,828595,818903,839869,838151,839930,818300,838079,843747,835375,820775,822055,818672,832454,841984,820176,842985,818633,843596,841447,827001,818899,841652,832247,831122,825208,840894,816768",74,83,44,10
832,124375,0.0068,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,828917,816651,844283,827830,822205,844264,828595,818903,839869,838151,839930,818300,838079,843747,835375,820775,822055,818672,832454,841984,820176,842985,824524,827001,841652,825208,840894,832247,831122,841447,818899,816768,830128",74,83,44,10
833,86952,0.0067,1,"837265,838151,839869,839930,840894,841447,816768,818300,818903,820775,822055,826914,828595,829995,830128,831122,832070,832247",68,78,18,11
834,1969,0.0067,1,"839566,816270,820211,827001,837265,843903,837974,818903,827307,842985,817272,832136,823831,842103,838079,831151,829283,835375,827830,841892,840894,816545,834212,837778,817221,839433,825714,833979,817499,836043,843048,843810,821657,826914,816546,829730,825208,824970,831528,816936,829995,841558,818672,841843,821840,818599,830101,832070,834232,831122,837996,844343,841468,843596,838364,839869,818069,827727,822517,838151,818343,827564,832057,843095,822266,831861,837179,817646,841984,830754,824699,841652,831377,844264,831472,823859,841534,824937,819107,818731,831832,820665,829438,820041,835398",50,59,85,10
835,133966,0.0067,1,"829283,841900,827921,840006,817272,843048,842985,818633,843596,838364,828213,822266,834286,841984,828577,820176,843810,827001,818899,835375,837265,827830,840894,834212,820775,818903,838984,837555,816546,818300,839869,838079,839930,824699,841652,816936,829730,838151,841447,821840,830128,818672,824937,831122,828595,832247,822205,832454,822055,837179",76,85,50,10
836,137484,0.0067,1,"828213,830157,833979,820211,830754,829283,831151,841843,827564,827921,838455,831832,841900,820741,838021",77,86,15,10
837,106638,0.0067,1,"836393,829283,822266,829730,842985,827921,832454,817646,3768499,820211,831910,839642,837974,830157,825714,833979,816546,818599,3770591,817221,832136,838021,841984,838364,841652,823859,831151,827564,828577,831377,838455,831832,821143,820741,817272,835355,828489,818731,843596,818633",71,80,40,10
838,175070,0.0067,1,"828884,823831,824970,818899,837265,832070,818822,838984,816936,841447,829995,831528,827830,820827,832247,841468,822055,839869,818069,826914,838151,828595,816768,834286,838079,818903,844264,841652,831472,833471,835375,843810,816546,839642,818672,821840,824937,841984,832454,837179,820775,831122,822517,841558,839930",88,97,45,10
839,44062,0.0067,1,"841447,818899,827830,831528,820775,818672,837179,826914,838151,835398,827001,835375,837265,840894,834212,825208,818069,821840,832247,831122,822055,841652,816768,824699,824937,829730,831472,824970,829995,830101,832070,830754,818300,839869,838984,839930,837555,816936,818903,843903,838807,836043,828595,840006,838021",61,70,45,10
840,44094,0.0067,1,"822132,818822,832070,831472,843903,838807,824970,836043,829995,842103,828595,838984,818903,839930,839869,830754,830101,816936,837555,838851",61,70,20,10
841,44113,0.0067,1,"818822,843903,832070,838807,831472,824970,829995,836043,830754,830101,839869,837555,816936,838984,839930,818903,818300,842103,838851,828595",61,70,20,10
842,112854,0.0067,1,"829730,832454,838364,818672,837179,831151,843596,831377,820211,832136,841984,831910,842985,825208,818599,825714,827564,830157,834212,838455,835355,838021,817272,836393,841843",72,81,25,10
843,179618,0.0067,1,"816270,837778,818343,844343,831861,832057,844010,830754,839433,819107",90,99,10,10
844,181487,0.0067,1,"828884,823831,820827,841468,816768,833471,832070,818899,841447,818822,831528,824970,826914,841652,829995,831472,832247,838079,835431,828595,844264,818069,838984,822055,816936",91,100,25,10
845,118840,0.0067,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,835375,816936,824937,839869,839930,818300,838151,837265,841447,822055,818903,827830,818899,818822,832247,816768,830128,831122,820775,840894,827001,826914,831528,825208,834212,829730,838364",73,82,40,10
846,93090,0.0067,1,"818903,839869,830128,818899,841447,822055,837265,832247,831122,826914,816768,838151,827830,838984,837555,839930,818300,828595,831528,818822,830101,824970,820176,816936,840894,821840,840006,843048,820775,827001,818672,834212,824937,824699,837179",69,78,35,10
847,93092,0.0067,1,"818903,839869,830128,818899,841447,822055,837265,832247,831122,826914,816768,838151,827830,838984,837555,839930,818300,828595,831528,818822,830101,835375,827001,820176,824699,816936,840894,821840,818672,834212,820775,837179,824937,840006,843048",69,78,35,10
848,158926,0.0067,1,"838984,829730,844283,837179,818672,824699,827830,828595,841984,844264,824937,838672,816546,824524,835431,832454,839869,839930,838151,816936,818903,838079,827001,823831,835375,818899,837265,840894,824970,820775,818822,825208,841447,831528,829995,830101,841468,831122,832070,832247,822055,826914,816768,841652,831472,830128,816651,821840,843810,828577,834286,820176,837555,834212,843048,822266,843596,818069,841892,818300",83,92,60,10
849,28154,0.0067,1,"823831,838984,822132,830754,841534,843903,841558,820827,842103,832070,838807,830128,816936,827307,831472,829995,837179,818899,835398,824699,836043,838151,839869,837555,826914,822517,835375,830101,824970,827830,825208,841447,840894,821840,818672,831122,831528,820775,818300,838851",58,67,40,10
850,28172,0.0067,1,"838984,830128,827921,816936,827307,841558,843903,842103,832070,838807,822132,830754,841534,831472,818899,835398,835375,824970,827830,840894,820775,836043,837555,825208,839869,818300,831528,824699,826914,838151,822517,841447,829995,821840,818672,830101,831122,838851,837179,820827",58,67,40,10
851,124380,0.0067,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,828917,816651,844283,827830,822205,844264,828595,818903,839869,838151,839930,818300,838079,843747,835375,820775,822055,829995,827001,818899,841447,840894,826914,841652,818822,824524,825208,816768,830128,832247,831122,820176,832454,841984",74,83,45,10
852,179509,0.0066,1,"837179,837555,838364,840894,841843,843048,843596,817272,820741,821840,824699,829730,830101,831832,831151,831377",89,110,16,22
853,86829,0.0066,1,"837179,837265,837555,838151,838984,839930,840006,840894,841652,816936,818300,818672,820775,821840,822055,824699,824937,827830,828595,829730,832247,834212,835375",68,78,23,11
854,162114,0.0066,1,"838455,841843,841900,842985,829283,831832,833979",83,111,7,29
855,155451,0.0066,1,"829995,824970,818069,831472,841468,832070,841892,827001,835375,837265,840894,818899,820775,818903,818822,816546,825208,841447,831528,818672,830101,832247,831122,832454,822055,839869,839930,841652,826914,816936,838151,816768,830128,838079,841984,837555,824937,838672,827830,838984,837179,824699,844283,829730,828577,828595,844264,818300,817272,834286,820176,843810,821840,834212,843048,822266,828213,838364,827921,843596,842985",82,91,61,10
856,56553,0.0066,1,"839433,837778,837974,838455,839642,841843,841984,843596,843810,844010,844343,816270,816546,817221,817272,817646,818599,818633,818731,819107,823859,825714,827564,828489,828577,3770591,830157,831910,831832,831151,831377,832057,832136,832454,833471,833979,835355",63,73,37,11
857,118845,0.0065,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,835375,816936,824937,839869,839930,818300,838151,837265,841447,822055,818903,827830,818899,818822,832247,816768,830128,831122,820775,840894,829283,842985,838455,820211,841984,829730,830157,834212,843596,838364,836393,827921,828213",73,82,46,10
858,14961,0.0065,1,"816270,820211,827001,830157,842985,827727,834286,817646,843048,817272,837778,834212,825714,831151,833979,818069,834232,831377,822517,832057,822266,844343,841984,844264,841652,820176,844010,833471,831861,831832,837974,817221,839433,841843,818599,843596,832454,817620,843810,818343,819107,820741,818633,835320,835398,829730,836043,825208,835375,831122,832247,838364,838151,816768,824699,816546,838851,818899,837265,843903,824970,827830,820775,841447,829995,841558,821840,818672,830101,842103,818300,841534,839869,832136,832070,826914,838807,824937,822055,817499,821143,827307",55,64,82,10
859,118842,0.0065,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,835375,816936,824937,839869,839930,818300,838151,837265,841447,822055,818903,827830,818899,818822,832247,816768,830128,831122,820775,840894,827001,826914,831528,844264,829995,828213,836393,827921",73,82,41,10
860,86617,0.0065,1,"820211,817272,832454,843810,830157,822266,842985,838021,841843,834286,827564,825714,831910,818599,832136,828577,818633,839642,843596,841984,823859,831377,833979,838455,831832,830754,835355,816546,3768499,817646,831151,837778,816270,844010,837974,819107,833471,828489,3770591,818731,817221",68,77,41,10
861,162003,0.0065,1,"837179,837555,838364,841843,843048,843596,817272,821840,822266,824699,829730",83,110,11,28
862,28178,0.0065,1,"820176,844264,841652,818069,828577,835355,816270,817272,831910,830157,837778,839433,833979,843810,842985,817221,843048,817646,834286,841984,827727,831151,818633,844010,841843,825714,832057,818599,831377,834232,819107,844343,843596,832454,831861,822266",58,67,36,10
863,129591,0.0065,1,"837179,834212,821840,837555,816546,829730,818672,832454,841984,824699,838984,820176,841652,830157,820211,833979,843596,834286,838021,843810,828213,829283,842985,827564,841843,828577,827921,831832,841900,840006,843048,817272,822205,822266,818633,838364",75,84,36,10
864,184455,0.0065,1,"837974,834212,825714,827564,821143,817221,820211,829283,833979,817646,831832,832136,838455,828489,843596,823859,818633,841900,841843,842985,838021,822266,835355,831377,832057,817620,844343,3770591,818599,844010,818343",93,102,31,10
865,1965,0.0064,1,"818899,831910,841467,836393,838250,830157,817174,820176,838984,816651,824524,835431,818300,828213,844283,844010,841920,830128,828577,844230,839392,828595,842833,832454,3770591,818633",50,59,26,10
866,171972,0.0064,1,"838364,841843,843048,843596,817272,820741,831832,831151,831377,833979",86,111,10,26
867,172024,0.0064,1,"838455,841843,842985,843048,843596,817272,820211,822266,829283,831832,831377,833979",86,111,12,26
868,44077,0.0064,1,"841447,818899,827830,831528,820775,818672,837179,826914,838151,835398,841558,832070,830754,836043,822517,843903,838807,824970,829995,831472,830101,842103,839869,837555,816936,830128",61,70,26,10
869,129603,0.0064,1,"832136,820211,829283,830157,831832,841900,833979,841843,827921,827564,838021,840006,834286,828213,843596,838364,843048,822266,817272,828577,842985,818633,838455,820176,843810,838984",75,84,26,10
870,162094,0.0064,1,"838364,841843,843048,843596,817272,820741,831832,831151,833979",83,111,9,29
871,33315,0.0064,1,"820211,841652,816546,838364,818069,831832,827564,832136,844264,827921,820176,824937,828213,827001,834212,837265,821840,818672,822055,829730,832247,816768,835375,825208,838151,824699,827830,840894,818300,839869,837179,837555,842985,828577,827727,822266,818633,835398,818899,831122,817646,841984,832057,817272,844343,830157,837778",59,68,47,10
872,79731,0.0063,1,"832454,841984,817272,820211,830157,841652,838021,834286,843810,830754,829730,818672,820176,843048,837179,822266,838364,843596,832136,827564,828577",67,76,21,10
873,112856,0.0063,1,"829730,832454,838364,818672,837179,835375,824699,816936,824937,831528,827001,818899,829283,837265,841447,827830,840894,841900,840006,820775,818903,818822,843810,820176,838984,828213,818300,839869,834286,837555,822055,839930,844264,838151,816768,821840,830128,827921,843048,832247,831122,830157",72,81,42,10
874,118806,0.0063,1,"832070,818903,827830,844264,818899,837265,835375,841447,840894,840006,820775,818822,843810,820176,838984,829995,821840,818672,831122,832247,822055,839869,839930,826914,816936,822266,831528,834286,816768,830128,824937,843048,838151,837555,818300,827001,841892,831472,822132,830101,841468,824970",73,82,42,10
875,86652,0.0063,1,"837265,820775,832247,841447,831122,840894,822055,838151,818903,839869,839930,816768,818899,826914,818822,832070,831472,841468,824970,829995,830128",68,77,21,10
876,24860,0.0063,1,"837778,841984,844010,817272,817646,818633,825714,828577,830157,832057",57,77,10,21
877,118843,0.0063,1,"837179,832454,824699,822266,818672,837555,840006,843810,820176,838984,821840,834286,843048,835375,816936,824937,839869,839930,818300,838151,837265,841447,822055,818903,827830,818899,818822,832247,816768,830128,831122,820775,840894,827001,826914,831528,834212,829730,836393,827921,838364,828213",73,82,42,10
878,141019,0.0063,1,"838984,834212,821840,837179,829730,818672,820176,835375,840894,820775,816546,816936,832454,839869,838151,827830,837555,824699,824937,827001,837265,818069,824970,818899,844283,818903,818822,825208,831528,841447,841892,829995,830101,818300,822055,832070,839930,826914,816768,830128,832247,831122,841468,838079,841652,844264,831472,838672,828595,841534,823831,816651,824524,822132,835431,822205,843747,828917",78,87,58,10
879,106657,0.0063,1,"818822,827001,818899,841447,832247,816768,830128,818903,840894,837265,822055,835375,820775,839869,818300,839930,838151,816936,827830,828595,824699,824937,834212,821840,837555,844264,841900,834286,820176,843810,838984,818672,843048,840006,837179,828213,831122",71,80,37,10
880,162096,0.0063,1,"838364,838455,841843,842985,843048,843596,817272,822266,831832,831151,833979",83,111,11,29
881,44108,0.0063,1,"834286,843048,817272,827564,822266,837778,828577,832136,820211,820176,816546,842985,831832,827921,838364,827001,818069,824699,837265,835375,829730,841652,825208,840894,816768,821840,834212,832247,824937,822055,831122,828213",61,70,32,10
882,74386,0.0063,1,"831910,843810,839642,818633,830157,841984,823859,832454,817272,838021,830754,842985,834286,843048,820211,838364",66,75,16,10
883,118821,0.0063,1,"837179,832454,824699,822266,818672,837555,833979,830157,834212,829730,817272,843596,838364,820211,829283,842985,838455,838021,841984,831910,836393,839642,825714,827921,818599,831377,3770591,841900,835355,841652,828489,821143",73,82,32,10
884,124327,0.0063,1,"816546,824699,824937,822132,838672,827001,818899,837265,835375,840894,841447,832070,835431,820775,818822,825208,824970,841892,829995,830101,831122,832247,841468,822055,826914,816768,830128,816936,841652,831472,831528,839869,824524,843747,838151,818903,838079,838984,837555,818300,839930,816651,844283,827830,822205,828595,828917,844264",74,83,48,10
885,124331,0.0063,1,"816546,824699,824937,834212,837179,829730,821840,833979,820211,829283,841900,834286,843596,820176,838021,843810,841984,830754,842985,840006,827564,818633,828577,827921,818672,831832,843048,817272,822266,828213,832454,838364",74,83,32,10
886,124369,0.0063,1,"816546,824699,824937,834212,837179,829730,821840,838984,837555,837265,816936,828917,816651,844283,827830,822205,844264,828595,818903,839869,838151,839930,818300,838079,843747,835375,820775,822055,818672,838672,827001,818899,824524,835431,825208,841652,840894,816768,830128,832247,831122,841447,818822,826914,824970,831528,830101,841892",74,83,48,10
887,179551,0.0062,1,"837555,838455,840894,841843,842985,843048,843596,817272,817646,820211,822266,823859,829283,831832,831377,832136,833979",89,110,17,22
888,112913,0.0062,1,"841892,824970,830101,826914,818899,830128,818903,831528,837265,818822,841447,831122,832247,822055,838151,816768,827830,839869,839930,818300,844264,827001,829283,835375,834286,843810,820176,838984,837555,824699,816936,840894,821840,827921,818672,841900,824937,840006,828213,828595,837179,820775,843048",72,81,43,10
889,93072,0.0062,1,"830157,817272,832454,826914,827001,818899,829283,837265,835375,827830,840894,834212,840006,820775,843810,820176,838984,837555,829730,842985,841447,838021,834286,818300,841984,828213,839930,824699,816936,822266,831122,838151,816768,821840,827921,818672,824937,843048,832247,828595,837179,822055,838364",69,78,43,10
890,165195,0.0062,1,"837179,837555,838364,841843,843048,843596,817272,821840,822266,824699,829730,831151",84,110,12,27
891,1966,0.0062,1,"818899,831910,841467,836393,838250,830157,817174,820176,838984,816651,824524,835431,818300,828213,844283,844010,841920,830128,828577,844230,839392,828595,842833,832454,839642,840006,818633",50,59,27,10
892,79742,0.0062,1,"832454,841984,817272,820211,830157,825714,831910,843596,827564,832136,828577,838455,823859,838364,830754,843810,818633,816546,818599,831377,835355,3770591,833979,817646,837778,831151,831832",67,76,27,10
893,129605,0.0062,1,"832136,820211,829283,830157,831832,841900,833979,841843,827921,827564,838021,840006,834286,828213,843596,838364,843048,822266,817272,828577,842985,818633,838455,830754,831151,825714,843810",75,84,27,10
894,129809,0.0062,1,"837179,837265,837555,838079,838151,838364,838984,839869,839930,840006,840894,841447,841652,841984,842985,843048,843596,843747,843810,844264,844283,816546,816651,816936,817272,818300,818633,818672,818822,818899,818903,820176,820775,821840,822055,822205,822266,824699,824937,828213,826914,827001,827830,828577,828595,828917,829730,830128,831122,832247,832454,834212,834286,835375",75,86,54,12
895,129897,0.0061,1,"837179,837265,837555,838079,838151,838672,839869,839930,840894,841447,841984,843747,844264,844283,816546,816651,816768,816936,818300,818672,818822,818899,818903,820775,821840,822055,822205,824524,824699,824937,825208,826914,827001,827830,828595,828917,829730,829995,830128,831122,831528,832247,832454,834212,835375,835431",75,87,46,13
896,141022,0.0061,1,"838984,834212,821840,837179,829730,818672,820176,835375,840894,820775,816546,816936,832454,839869,838151,827830,837555,824699,824937,827001,837265,818069,824970,818899,844283,818903,818822,825208,831528,841447,841892,829995,830101,818300,822055,832070,839930,826914,816768,830128,832247,831122,841468,838079,841652,844264,831472,838672,828595,843810,834286,841984,843747,823831,816651,824524,822132,822205,835431,828917",78,87,60,10
897,144620,0.0061,1,"838984,834212,843810,829730,841984,837555,820176,842985,818672,843596,834286,822132,838672,827001,818899,837265,835375,827830,841447,841892,840894,818069,835431,844283,820775,818903,818822,816651,816546,824524,825208,824970,829995,821840,830101,818300,832247,822205,841468,824699,839869,832070,838079,839930,826914,816936,844264,841652,843747,838151,816768,830128,831472,831528,824937,837179,832454,831122,822055,828595",79,88,60,10
898,87487,0.0061,1,"837179,837265,838151,839869,839930,840006,840894,816768,816936,818300,818672,820775,821840,822055,824699,824937,828595,829730,832247,834212,835375",68,80,21,13
899,124988,0.0061,1,"837179,837265,837555,838079,838151,838984,839869,839930,840894,841652,841984,842985,843596,843747,843810,844264,844283,816546,816651,816936,818300,818633,818672,818903,820176,820775,821840,822055,822205,824699,824937,825208,827001,827830,828595,828917,829730,831122,832247,832454,834212,835375",74,86,42,13
900,14957,0.0061,1,"816270,820211,827001,830157,842985,827727,834286,817646,843048,817272,837778,834212,825714,831151,833979,818069,834232,831377,822517,832057,822266,844343,841984,844264,841652,820176,844010,833471,831861,831832,837974,817221,839433,841843,818599,843596,832454,817620,843810,818343,819107,820741,818633,835320,835398,829730,836043,825208,835375,831122,832247,838364,838151,816768,824699,816546,838851,818899,837265,843903,824970,827830,820775,841447,829995,841558,821840,818672,830101,842103,818300,841534,839869,832136,832070,826914,838807,824937,822055,831472,837555,818731",55,64,82,10
