wid	startWindow	stopWindow	windowSize	geneSize	groupGenes
104e	1	5	4	86	['AT2G17630', 'AT4G13670', 'AT1G07510', 'AT1G75690', 'AT3G10470', 'AT1G14150', 'AT4G16155', 'AT1G03160', 'AT1G66670', 'AT4G38380', 'AT2G40100', 'AT1G29920', 'AT5G19500', 'AT4G19830', 'AT5G20140', 'AT4G33010', 'AT1G67280', 'AT1G06690', 'AT2G30950', 'AT1G15140', 'AT2G20260', 'AT4G35770', 'AT2G41330', 'AT3G46780', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT5G39830', 'AT2G29500', 'AT2G20270', 'AT3G22690', 'AT5G42270', 'AT1G56500', 'AT1G17850', 'AT3G28850', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT5G13120', 'AT5G16150', 'AT5G59250', 'AT2G26800', 'AT5G52970', 'AT1G12250', 'AT1G74710', 'AT3G21055', 'AT3G60370', 'AT1G54500', 'AT1G54050', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT1G15820', 'AT1G18730', 'AT3G26580', 'AT5G01500', 'AT3G08920', 'AT1G52220', 'AT4G04020', 'AT1G51110', 'AT5G16660', 'AT2G44990', 'AT5G53170', 'AT1G02560', 'AT4G13010', 'AT3G58010', 'AT2G40760', 'AT4G39460', 'AT1G14345', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT2G35040', 'AT1G22020', 'AT1G51350', 'AT1G67700', 'AT5G03455', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT5G15250', 'AT3G57680']
16018a	16	34	18	9	['AT5G20140', 'AT5G15250', 'AT5G13120', 'AT1G54050', 'AT4G04020', 'AT4G39960', 'AT1G18730', 'AT4G18370', 'AT1G14590']
1607a	16	23	7	74	['AT2G17630', 'AT2G01918', 'AT2G40100', 'AT5G02160', 'AT4G31560', 'AT5G52970', 'AT3G26580', 'AT1G27510', 'AT1G14150', 'AT1G12250', 'AT1G02560', 'AT1G80380', 'AT4G24750', 'AT1G72640', 'AT5G39830', 'AT1G14590', 'AT2G29500', 'AT2G20270', 'AT4G35770', 'AT1G06690', 'AT2G40760', 'AT1G54050', 'AT4G01050', 'AT4G13670', 'AT5G42270', 'AT1G14345', 'AT1G80030', 'AT4G01900', 'AT5G23890', 'AT4G37925', 'AT1G17850', 'AT3G10470', 'AT2G35040', 'AT2G30695', 'AT5G42765', 'AT1G74710', 'AT2G37660', 'AT4G18370', 'AT1G67700', 'AT1G03090', 'AT3G10130', 'AT1G67280', 'AT2G27290', 'AT5G52780', 'AT4G23890', 'AT1G18730', 'AT5G01500', 'AT2G20260', 'AT1G03160', 'AT5G19370', 'AT2G30950', 'AT5G20140', 'AT1G55370', 'AT5G08540', 'AT3G55330', 'AT1G52220', 'AT3G47060', 'AT5G13120', 'AT1G76760', 'AT4G39960', 'AT3G01440', 'AT4G04020', 'AT1G66670', 'AT5G15250', 'AT3G57680', 'AT2G44990', 'AT3G15110', 'AT3G08920', 'AT5G35170', 'AT2G41330', 'AT2G40400', 'AT1G31180', 'AT5G03455', 'AT2G26800']
1035	1	36	35	5	['AT1G02560', 'AT2G37660', 'AT2G29500', 'AT2G20260', 'AT2G44990']
903b	9	12	3	5	['AT1G73530', 'AT1G03600', 'AT4G31390', 'AT1G16880', 'AT4G25050']
3905c	39	44	5	9	['AT5G08540', 'AT1G03160', 'AT2G18790', 'AT1G80380', 'AT4G33010', 'AT5G42270', 'AT1G14345', 'AT1G56500', 'AT2G29180']
109c	1	10	9	74	['AT2G17630', 'AT4G13670', 'AT2G40100', 'AT5G53170', 'AT1G07510', 'AT1G75690', 'AT3G26580', 'AT3G10470', 'AT1G14150', 'AT1G12250', 'AT5G19500', 'AT5G42070', 'AT1G02560', 'AT5G13120', 'AT5G39830', 'AT2G29500', 'AT4G16155', 'AT2G20270', 'AT4G35770', 'AT1G15140', 'AT3G60370', 'AT5G52970', 'AT3G58010', 'AT4G38380', 'AT1G54050', 'AT3G22690', 'AT1G51350', 'AT5G15250', 'AT5G59250', 'AT5G12470', 'AT4G20820', 'AT5G21430', 'AT1G80030', 'AT1G56500', 'AT1G72640', 'AT4G19830', 'AT1G17850', 'AT1G29920', 'AT2G35040', 'AT4G39460', 'AT4G13010', 'AT3G28850', 'AT1G74710', 'AT1G22020', 'AT1G14345', 'AT1G15820', 'AT2G37660', 'AT1G67700', 'AT1G18730', 'AT1G67280', 'AT2G27290', 'AT2G40760', 'AT1G66670', 'AT5G16150', 'AT5G01500', 'AT5G19370', 'AT2G30950', 'AT5G20140', 'AT1G55370', 'AT2G20260', 'AT3G55330', 'AT1G79230', 'AT3G08920', 'AT1G52220', 'AT4G04020', 'AT1G51110', 'AT5G42270', 'AT5G16660', 'AT3G57680', 'AT2G44990', 'AT2G41330', 'AT1G03160', 'AT5G03455', 'AT2G26800']
3906a	39	45	6	14	['AT1G20810', 'AT2G37400', 'AT1G21750', 'AT3G53560', 'AT1G74070', 'AT1G16790', 'AT1G05385', 'AT1G78915', 'AT1G54790', 'AT4G38100', 'AT1G65260', 'AT4G28025', 'AT2G01140', 'AT1G03850']
1306a	13	19	6	6	['AT1G15140', 'AT1G79450', 'AT1G51110', 'AT5G53490', 'AT4G28025', 'AT1G05385']
4703d	47	50	3	124	['AT2G17630', 'AT4G13670', 'AT1G07510', 'AT1G75690', 'AT3G10470', 'AT1G14150', 'AT2G18790', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT4G16155', 'AT1G03160', 'AT4G35770', 'AT1G50250', 'AT4G38380', 'AT2G40100', 'AT1G54780', 'AT4G27700', 'AT4G37925', 'AT1G29920', 'AT5G19500', 'AT2G30695', 'AT4G13010', 'AT5G07020', 'AT1G14345', 'AT5G42765', 'AT1G15140', 'AT4G33010', 'AT1G67280', 'AT4G23890', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT2G20260', 'AT4G39960', 'AT2G40760', 'AT5G52440', 'AT3G46780', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT5G39830', 'AT2G29500', 'AT2G20270', 'AT3G22690', 'AT5G42270', 'AT1G56500', 'AT1G17850', 'AT3G28850', 'AT4G24930', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT1G74710', 'AT1G66670', 'AT1G10170', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT5G13120', 'AT5G16150', 'AT5G59250', 'AT2G29180', 'AT2G26800', 'AT2G01918', 'AT5G52970', 'AT1G27510', 'AT1G12250', 'AT1G54580', 'AT2G42975', 'AT4G28025', 'AT3G10130', 'AT3G21055', 'AT3G60370', 'AT1G54050', 'AT4G01050', 'AT5G53490', 'AT5G21430', 'AT1G80030', 'AT4G01900', 'AT3G24590', 'AT1G15820', 'AT2G22360', 'AT1G80380', 'AT3G26580', 'AT5G01500', 'AT1G14590', 'AT1G72640', 'AT3G08920', 'AT1G52220', 'AT4G04020', 'AT1G51110', 'AT5G16660', 'AT2G44990', 'AT3G15110', 'AT1G22450', 'AT1G32500', 'AT1G16880', 'AT5G53170', 'AT1G42960', 'AT1G02560', 'AT2G26340', 'AT3G58010', 'AT1G51350', 'AT4G39460', 'AT5G01220', 'AT2G27290', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G22020', 'AT1G67700', 'AT5G03455', 'AT5G52780', 'AT1G18730', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680', 'AT3G01440']
5018	5	23	18	4	['AT4G24930', 'AT1G50460', 'AT1G30510', 'AT1G42960']
25013	25	38	13	68	['AT1G20810', 'AT4G13670', 'AT1G15140', 'AT2G42975', 'AT4G31560', 'AT1G07510', 'AT1G54500', 'AT1G42960', 'AT5G19500', 'AT5G42070', 'AT1G31180', 'AT1G79450', 'AT2G43010', 'AT1G50250', 'AT3G15360', 'AT2G42220', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT2G20270', 'AT4G35770', 'AT3G53560', 'AT3G60370', 'AT5G52970', 'AT3G58010', 'AT4G38380', 'AT3G22690', 'AT4G01050', 'AT2G40760', 'AT5G53490', 'AT2G37230', 'AT4G20820', 'AT5G21430', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT2G35040', 'AT4G39460', 'AT1G30510', 'AT4G13010', 'AT2G24020', 'AT1G15820', 'AT2G22360', 'AT4G39730', 'AT1G74710', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT5G12470', 'AT4G01900', 'AT2G21160', 'AT5G42765', 'AT1G72640', 'AT1G55370', 'AT3G55330', 'AT1G79230', 'AT1G52220', 'AT4G24750', 'AT5G16150', 'AT5G16660', 'AT3G57680', 'AT1G06690', 'AT4G24930', 'AT5G03455']
707	7	14	7	9	['AT2G17630', 'AT5G02160', 'AT4G19830', 'AT3G47060', 'AT1G54050', 'AT2G40100', 'AT5G15250', 'AT5G01500', 'AT2G40400']
10036	10	46	36	16	['AT3G15360', 'AT1G29920', 'AT1G23740', 'AT1G10170', 'AT4G13010', 'AT1G79230', 'AT2G24020', 'AT4G20820', 'AT1G07510', 'AT1G50250', 'AT3G22690', 'AT3G24590', 'AT4G24930', 'AT1G15820', 'AT2G43010', 'AT5G12470']
2408	24	32	8	83	['AT1G20810', 'AT3G10470', 'AT5G13120', 'AT2G42975', 'AT4G31560', 'AT1G07510', 'AT3G58010', 'AT3G26580', 'AT1G12250', 'AT5G42070', 'AT1G54580', 'AT1G31180', 'AT4G24750', 'AT4G28025', 'AT2G43010', 'AT1G50250', 'AT3G15360', 'AT2G42220', 'AT1G14590', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT4G35770', 'AT2G24020', 'AT3G53560', 'AT1G06690', 'AT5G52970', 'AT1G54500', 'AT4G38380', 'AT1G54050', 'AT3G22690', 'AT4G18370', 'AT4G01050', 'AT2G40760', 'AT5G53490', 'AT2G37230', 'AT4G20820', 'AT5G21430', 'AT1G80030', 'AT1G56500', 'AT1G50460', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT5G19500', 'AT4G39460', 'AT1G30510', 'AT4G13010', 'AT5G39830', 'AT1G74710', 'AT1G74070', 'AT1G15820', 'AT2G22360', 'AT4G39730', 'AT1G18730', 'AT1G67280', 'AT2G27290', 'AT1G72640', 'AT3G26080', 'AT5G12470', 'AT4G01900', 'AT1G79450', 'AT2G21160', 'AT5G42765', 'AT5G20140', 'AT1G55370', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT1G52220', 'AT1G76760', 'AT4G39960', 'AT4G04020', 'AT1G66670', 'AT5G16150', 'AT5G15250', 'AT3G57680', 'AT3G15110', 'AT4G24930', 'AT1G15140', 'AT5G03455', 'AT2G40400']
403a	4	7	3	20	['AT1G20810', 'AT2G01918', 'AT2G37400', 'AT1G50450', 'AT1G21750', 'AT5G62720', 'AT1G74070', 'AT1G74880', 'AT1G27510', 'AT2G43010', 'AT1G78915', 'AT1G03090', 'AT1G67840', 'AT1G54580', 'AT1G31180', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT2G01140', 'AT2G21160']
16014	16	30	14	11	['AT2G01918', 'AT3G47060', 'AT1G27510', 'AT1G14150', 'AT2G40100', 'AT3G01440', 'AT4G37925', 'AT5G35170', 'AT4G23890', 'AT2G41330', 'AT2G26800']
1011c	1	12	11	5	['AT1G71500', 'AT1G79040', 'AT3G56040', 'AT1G65230', 'AT1G44575']
14026	14	40	26	4	['AT1G15140', 'AT1G20810', 'AT5G53490', 'AT1G79450']
2104a	21	25	4	5	['AT3G46610', 'AT2G41680', 'AT2G26550', 'AT2G04030', 'AT4G25050']
18022	18	40	22	22	['AT1G20810', 'AT1G07510', 'AT4G20820', 'AT3G15360', 'AT1G23740', 'AT1G10170', 'AT1G50250', 'AT3G22690', 'AT5G53490', 'AT5G12470', 'AT3G24590', 'AT1G29920', 'AT1G30510', 'AT4G13010', 'AT2G24020', 'AT1G15820', 'AT2G37230', 'AT1G15140', 'AT1G79230', 'AT1G79450', 'AT2G43010', 'AT4G24930']
1608a	16	24	8	9	['AT1G21750', 'AT2G37400', 'AT3G53560', 'AT1G74070', 'AT1G16790', 'AT1G51110', 'AT3G26080', 'AT1G05385', 'AT1G03850']
37013a	37	50	13	83	['AT2G17630', 'AT2G01918', 'AT2G40100', 'AT4G31560', 'AT1G07510', 'AT4G20820', 'AT3G26580', 'AT1G27510', 'AT1G14150', 'AT1G12250', 'AT5G42070', 'AT1G54580', 'AT1G02560', 'AT5G13120', 'AT1G66670', 'AT4G24750', 'AT2G43010', 'AT1G72640', 'AT5G39830', 'AT1G14590', 'AT2G29500', 'AT1G23740', 'AT1G10170', 'AT2G20270', 'AT4G35770', 'AT3G60370', 'AT3G10470', 'AT1G50250', 'AT2G40760', 'AT1G54050', 'AT3G22690', 'AT4G01050', 'AT4G13670', 'AT4G39460', 'AT5G12470', 'AT1G80030', 'AT1G06690', 'AT5G23890', 'AT4G37925', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT2G30695', 'AT5G42765', 'AT4G13010', 'AT1G74710', 'AT4G24930', 'AT1G15820', 'AT2G37660', 'AT4G18370', 'AT1G42960', 'AT1G67700', 'AT3G10130', 'AT1G67280', 'AT2G27290', 'AT5G52780', 'AT4G23890', 'AT1G18730', 'AT5G01500', 'AT4G01900', 'AT5G19370', 'AT2G30950', 'AT5G20140', 'AT1G55370', 'AT2G20260', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT2G24020', 'AT1G76760', 'AT4G39960', 'AT3G01440', 'AT4G04020', 'AT5G52970', 'AT5G15250', 'AT3G57680', 'AT2G44990', 'AT3G15110', 'AT3G08920', 'AT1G16880', 'AT1G15140', 'AT5G03455', 'AT2G26800']
1603a	16	19	3	123	['AT2G17630', 'AT4G13670', 'AT5G02160', 'AT1G07510', 'AT1G75690', 'AT3G10470', 'AT1G14150', 'AT2G18790', 'AT1G31180', 'AT2G43010', 'AT2G42220', 'AT1G23740', 'AT4G16155', 'AT1G03160', 'AT4G35770', 'AT1G50250', 'AT4G38380', 'AT2G40100', 'AT4G27700', 'AT3G15840', 'AT4G37925', 'AT1G29920', 'AT5G19500', 'AT2G30695', 'AT4G13010', 'AT5G42765', 'AT4G39730', 'AT1G03090', 'AT3G25480', 'AT4G33010', 'AT1G67280', 'AT4G23890', 'AT1G06690', 'AT2G30950', 'AT5G20140', 'AT2G20260', 'AT4G39960', 'AT2G40760', 'AT2G41330', 'AT2G29180', 'AT3G46780', 'AT4G31560', 'AT4G20820', 'AT5G42070', 'AT3G15360', 'AT5G39830', 'AT2G29500', 'AT2G20270', 'AT3G22690', 'AT5G42270', 'AT1G56500', 'AT1G17850', 'AT3G28850', 'AT4G24930', 'AT2G37660', 'AT4G18370', 'AT5G19370', 'AT1G74710', 'AT1G66670', 'AT2G37230', 'AT4G01900', 'AT5G08540', 'AT3G55330', 'AT1G79230', 'AT3G47060', 'AT5G13120', 'AT5G16150', 'AT5G59250', 'AT2G40400', 'AT2G26800', 'AT2G01918', 'AT5G52970', 'AT1G27510', 'AT1G12250', 'AT2G42975', 'AT3G10130', 'AT1G10170', 'AT3G60370', 'AT1G54050', 'AT4G01050', 'AT5G21430', 'AT1G80030', 'AT1G72640', 'AT3G24590', 'AT1G15820', 'AT2G22360', 'AT1G80380', 'AT3G26580', 'AT5G01500', 'AT1G14590', 'AT3G08920', 'AT1G52220', 'AT4G04020', 'AT5G16660', 'AT2G44990', 'AT3G15110', 'AT1G22450', 'AT5G53170', 'AT1G42960', 'AT1G02560', 'AT3G58010', 'AT1G51350', 'AT4G39460', 'AT1G14345', 'AT2G27290', 'AT1G50460', 'AT5G23890', 'AT2G35040', 'AT1G30510', 'AT1G22020', 'AT1G67700', 'AT5G03455', 'AT5G52780', 'AT1G18730', 'AT5G12470', 'AT1G55370', 'AT2G24020', 'AT1G76760', 'AT4G24750', 'AT5G15250', 'AT3G57680', 'AT5G35170', 'AT3G01440']
3203c	32	35	3	45	['AT2G17630', 'AT2G01918', 'AT5G02160', 'AT5G62720', 'AT1G27510', 'AT1G14150', 'AT2G18790', 'AT1G02560', 'AT5G39830', 'AT2G29500', 'AT1G03160', 'AT2G40100', 'AT5G15250', 'AT1G14345', 'AT1G80030', 'AT2G30695', 'AT1G16880', 'AT2G37660', 'AT4G18370', 'AT1G67700', 'AT1G03090', 'AT1G80380', 'AT4G33010', 'AT3G01440', 'AT4G37925', 'AT5G52780', 'AT4G23890', 'AT5G01500', 'AT5G19370', 'AT2G30950', 'AT5G20140', 'AT2G20260', 'AT3G47060', 'AT1G76760', 'AT1G12250', 'AT4G04020', 'AT4G39960', 'AT3G19490', 'AT2G44990', 'AT3G15110', 'AT3G08920', 'AT5G35170', 'AT2G41330', 'AT2G29180', 'AT2G26800']
6017c	6	23	17	21	['AT5G39830', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT1G03160', 'AT2G44990', 'AT1G14345', 'AT5G13120', 'AT2G37660', 'AT3G01440', 'AT1G14150', 'AT1G67700', 'AT5G52780', 'AT1G18730', 'AT5G42270', 'AT3G15110', 'AT4G37925', 'AT5G35170', 'AT1G02560', 'AT2G41330', 'AT2G26800']
3004b	30	34	4	7	['AT2G18790', 'AT1G80380', 'AT4G33010', 'AT5G42270', 'AT3G19490', 'AT1G16880', 'AT2G29180']
25017	25	42	17	49	['AT4G13670', 'AT1G15140', 'AT4G31560', 'AT1G07510', 'AT4G20820', 'AT1G42960', 'AT5G42070', 'AT1G31180', 'AT3G15360', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT2G20270', 'AT4G35770', 'AT3G60370', 'AT5G52970', 'AT1G50250', 'AT3G22690', 'AT4G01050', 'AT2G40760', 'AT4G39460', 'AT2G27290', 'AT1G06690', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT1G30510', 'AT4G13010', 'AT2G24020', 'AT1G15820', 'AT4G39730', 'AT1G74710', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT5G12470', 'AT4G01900', 'AT5G42765', 'AT1G72640', 'AT1G55370', 'AT3G55330', 'AT1G79230', 'AT1G79450', 'AT2G43010', 'AT4G24750', 'AT5G03455', 'AT3G57680', 'AT4G24930']
1009	10	19	9	4	['AT3G08920', 'AT2G18790', 'AT1G80380', 'AT2G29180']
15019a	15	34	19	8	['AT5G20140', 'AT5G13120', 'AT1G54050', 'AT4G04020', 'AT4G39960', 'AT1G18730', 'AT4G18370', 'AT5G15250']
21029b	21	50	29	4	['AT3G60370', 'AT4G13670', 'AT2G20270', 'AT1G42960']
15010a	15	25	10	28	['AT2G17630', 'AT1G12250', 'AT1G02560', 'AT5G39830', 'AT2G29500', 'AT1G03160', 'AT5G42270', 'AT1G14345', 'AT1G80030', 'AT1G72640', 'AT2G30695', 'AT2G37660', 'AT1G67700', 'AT1G03090', 'AT1G80380', 'AT5G01500', 'AT2G20260', 'AT5G19370', 'AT2G30950', 'AT1G55370', 'AT5G08540', 'AT3G08920', 'AT1G76760', 'AT4G24750', 'AT5G03455', 'AT2G44990', 'AT3G15110', 'AT2G40400']
6028	6	34	28	14	['AT3G10470', 'AT3G10130', 'AT3G55330', 'AT4G35770', 'AT1G06690', 'AT5G52970', 'AT4G01050', 'AT2G40760', 'AT3G57680', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT1G17850', 'AT4G01900']
3205	32	37	5	9	['AT1G21750', 'AT4G19830', 'AT1G50450', 'AT1G74880', 'AT1G67840', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT2G01140']
1608b	16	24	8	18	['AT5G42070', 'AT4G39460', 'AT5G53170', 'AT4G16155', 'AT5G59250', 'AT1G75690', 'AT3G60370', 'AT3G28850', 'AT1G42960', 'AT2G22360', 'AT4G39730', 'AT1G51350', 'AT5G16660', 'AT4G27700', 'AT1G22450', 'AT3G15840', 'AT1G56500', 'AT1G22020']
2103a	21	24	3	50	['AT2G17630', 'AT4G13670', 'AT5G53170', 'AT1G75690', 'AT1G42960', 'AT1G12250', 'AT5G42070', 'AT1G02560', 'AT5G39830', 'AT2G29500', 'AT4G16155', 'AT2G20270', 'AT3G60370', 'AT4G39460', 'AT1G51350', 'AT5G59250', 'AT5G42270', 'AT4G27700', 'AT3G15840', 'AT1G80030', 'AT1G56500', 'AT1G72640', 'AT2G35040', 'AT2G30695', 'AT3G28850', 'AT1G22020', 'AT1G14345', 'AT2G37660', 'AT2G22360', 'AT4G39730', 'AT1G67700', 'AT1G03090', 'AT1G80380', 'AT5G01500', 'AT2G20260', 'AT5G19370', 'AT2G30950', 'AT1G55370', 'AT5G08540', 'AT1G52220', 'AT3G08920', 'AT1G76760', 'AT4G24750', 'AT5G16660', 'AT2G44990', 'AT3G15110', 'AT1G22450', 'AT1G03160', 'AT5G03455', 'AT2G40400']
7016b	7	23	16	4	['AT3G47060', 'AT5G02160', 'AT1G54050', 'AT2G40400']
6044b	6	50	44	13	['AT1G29920', 'AT1G23740', 'AT1G10170', 'AT4G13010', 'AT1G79230', 'AT4G20820', 'AT1G07510', 'AT1G50250', 'AT3G22690', 'AT5G12470', 'AT4G24930', 'AT1G15820', 'AT3G24590']
2805b	28	33	5	4	['AT1G21750', 'AT1G54790', 'AT2G01140', 'AT1G65260']
24018b	24	42	18	7	['AT5G08540', 'AT5G13120', 'AT1G54050', 'AT1G18730', 'AT1G54580', 'AT2G40400', 'AT1G14590']
4025	4	29	25	5	['AT1G67840', 'AT1G74880', 'AT2G21530', 'AT1G50450', 'AT4G38100']
20018	20	38	18	32	['AT1G20810', 'AT2G42975', 'AT1G07510', 'AT3G58010', 'AT3G15360', 'AT2G42220', 'AT1G23740', 'AT1G10170', 'AT1G50250', 'AT4G38380', 'AT3G22690', 'AT5G53490', 'AT2G37230', 'AT4G20820', 'AT5G21430', 'AT1G50460', 'AT3G24590', 'AT1G29920', 'AT5G19500', 'AT1G30510', 'AT4G13010', 'AT2G24020', 'AT4G24930', 'AT1G15820', 'AT5G12470', 'AT2G21160', 'AT1G15140', 'AT1G79230', 'AT1G79450', 'AT2G43010', 'AT5G16150', 'AT1G54500']
1703c	17	20	3	4	['AT3G46610', 'AT1G73530', 'AT4G31390', 'AT4G25050']
1049d	1	50	49	9	['AT3G55330', 'AT4G35770', 'AT5G52970', 'AT2G40760', 'AT3G57680', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT1G17850']
503c	5	8	3	7	['AT4G36810', 'AT2G41680', 'AT3G47450', 'AT3G17830', 'AT2G04030', 'AT3G19490', 'AT2G26360']
25010a	25	35	10	13	['AT3G46780', 'AT5G53170', 'AT4G16155', 'AT3G28850', 'AT1G75690', 'AT1G22020', 'AT1G51110', 'AT1G51350', 'AT5G59250', 'AT4G27700', 'AT3G25480', 'AT1G22450', 'AT3G15840']
1509a	15	24	9	30	['AT2G17630', 'AT1G12250', 'AT1G02560', 'AT5G39830', 'AT2G29500', 'AT2G20270', 'AT5G42270', 'AT1G14345', 'AT1G80030', 'AT1G72640', 'AT2G35040', 'AT2G30695', 'AT2G37660', 'AT1G67700', 'AT1G03090', 'AT1G80380', 'AT5G01500', 'AT2G20260', 'AT5G19370', 'AT2G30950', 'AT1G55370', 'AT5G08540', 'AT3G08920', 'AT1G76760', 'AT4G24750', 'AT5G03455', 'AT2G44990', 'AT3G15110', 'AT1G03160', 'AT2G40400']
2309	23	32	9	66	['AT1G20810', 'AT3G10470', 'AT5G13120', 'AT2G42975', 'AT4G31560', 'AT1G07510', 'AT1G54500', 'AT4G39960', 'AT1G54580', 'AT1G31180', 'AT4G28025', 'AT2G43010', 'AT1G50250', 'AT3G15360', 'AT2G42220', 'AT1G14590', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT4G35770', 'AT3G53560', 'AT1G06690', 'AT5G52970', 'AT3G58010', 'AT4G38380', 'AT1G54050', 'AT3G22690', 'AT4G01050', 'AT2G40760', 'AT5G53490', 'AT2G37230', 'AT4G20820', 'AT5G21430', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT5G19500', 'AT1G30510', 'AT4G13010', 'AT2G24020', 'AT1G74710', 'AT1G74070', 'AT1G15820', 'AT4G18370', 'AT1G18730', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT5G12470', 'AT4G01900', 'AT2G21160', 'AT5G42765', 'AT5G20140', 'AT3G55330', 'AT1G79230', 'AT1G79450', 'AT4G04020', 'AT5G16150', 'AT5G15250', 'AT3G57680', 'AT4G24930', 'AT1G15140']
2308	23	31	8	70	['AT1G20810', 'AT3G10470', 'AT3G46780', 'AT2G42975', 'AT4G31560', 'AT1G07510', 'AT1G54500', 'AT1G16790', 'AT3G25480', 'AT4G39960', 'AT1G54580', 'AT1G31180', 'AT5G13120', 'AT4G28025', 'AT2G43010', 'AT1G50250', 'AT3G15360', 'AT2G42220', 'AT1G14590', 'AT3G10130', 'AT1G23740', 'AT1G10170', 'AT4G35770', 'AT3G53560', 'AT1G06690', 'AT5G52970', 'AT3G58010', 'AT4G38380', 'AT1G54050', 'AT3G22690', 'AT4G01050', 'AT2G40760', 'AT5G53490', 'AT2G37230', 'AT4G20820', 'AT5G21430', 'AT2G27290', 'AT3G26080', 'AT1G50460', 'AT5G23890', 'AT3G24590', 'AT1G17850', 'AT1G29920', 'AT5G19500', 'AT1G30510', 'AT4G13010', 'AT2G24020', 'AT1G74710', 'AT1G74070', 'AT1G15820', 'AT4G18370', 'AT1G18730', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT5G12470', 'AT4G01900', 'AT2G21160', 'AT5G42765', 'AT5G20140', 'AT3G55330', 'AT1G79230', 'AT1G79450', 'AT4G04020', 'AT1G51110', 'AT5G16150', 'AT5G15250', 'AT3G57680', 'AT4G24930', 'AT1G15140']
1508b	15	23	8	6	['AT2G26340', 'AT3G21055', 'AT5G07020', 'AT5G08050', 'AT1G54780', 'AT5G01220']
16016b	16	32	16	29	['AT3G10470', 'AT4G31560', 'AT5G52970', 'AT4G39960', 'AT1G31180', 'AT3G10130', 'AT4G35770', 'AT1G54050', 'AT4G01050', 'AT2G40760', 'AT2G27290', 'AT1G06690', 'AT5G23890', 'AT1G17850', 'AT1G74710', 'AT4G18370', 'AT1G18730', 'AT1G67280', 'AT3G26580', 'AT1G66670', 'AT1G14590', 'AT5G42765', 'AT5G20140', 'AT3G55330', 'AT5G13120', 'AT4G04020', 'AT5G15250', 'AT3G57680', 'AT4G01900']
15012a	15	27	12	11	['AT2G17630', 'AT2G30950', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT3G08920', 'AT2G37660', 'AT5G19370', 'AT1G02560', 'AT5G01500', 'AT2G44990']
2104b	21	25	4	34	['AT2G17630', 'AT1G12250', 'AT5G42070', 'AT1G02560', 'AT5G39830', 'AT2G29500', 'AT1G03160', 'AT4G39460', 'AT5G42270', 'AT1G14345', 'AT1G80030', 'AT1G56500', 'AT1G72640', 'AT2G30695', 'AT2G37660', 'AT2G22360', 'AT4G39730', 'AT1G67700', 'AT1G03090', 'AT1G80380', 'AT5G01500', 'AT2G20260', 'AT5G19370', 'AT2G30950', 'AT1G55370', 'AT5G08540', 'AT1G52220', 'AT3G08920', 'AT1G76760', 'AT4G24750', 'AT5G03455', 'AT2G44990', 'AT3G15110', 'AT2G40400']
2403a	24	27	3	4	['AT1G71500', 'AT2G26550', 'AT1G65230', 'AT5G07020']
15011c	15	26	11	5	['AT3G14420', 'AT2G26360', 'AT3G17830', 'AT4G25910', 'AT4G36810']
