term_id	sign_score	annotation_gene	start_time	end_time	geneSize	timeSize
130834	0.0061	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G55370', 'AT1G74710', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G24020', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G24750', 'AT4G24930', 'AT4G35770', 'AT4G39730', 'AT5G12470', 'AT5G23890', 'AT5G42765', 'AT5G52970']	75	94	26	20
155451	0.0061	['AT4G38380', 'AT3G58010', 'AT2G35040', 'AT5G16150', 'AT1G50460', 'AT5G19500', 'AT1G54500', 'AT4G13670', 'AT5G52970', 'AT1G07510', 'AT1G42960', 'AT2G42975', 'AT3G15360', 'AT2G43010', 'AT2G42220', 'AT2G20270', 'AT3G60370', 'AT1G50250', 'AT5G16660', 'AT2G40760', 'AT4G39460', 'AT5G21430', 'AT5G12470', 'AT5G23890', 'AT3G24590', 'AT1G29920', 'AT1G30510', 'AT1G52220', 'AT4G13010', 'AT2G24020', 'AT1G15820', 'AT2G22360', 'AT4G39730', 'AT1G15140', 'AT1G55370', 'AT1G10170', 'AT3G57680', 'AT1G20810', 'AT4G20820', 'AT1G23740', 'AT1G06690', 'AT3G55330', 'AT1G79450', 'AT4G35770', 'AT4G24750', 'AT4G24930', 'AT1G79230', 'AT2G37230', 'AT2G27290', 'AT5G42765', 'AT3G10130', 'AT1G74710', 'AT3G22690', 'AT5G42070', 'AT1G67280', 'AT3G26580', 'AT4G01900', 'AT1G17850', 'AT4G01050', 'AT1G72640', 'AT1G66670']	82	91	61	10
544	0.0061	['AT1G02560', 'AT1G54050', 'AT1G72640', 'AT1G74710', 'AT2G17630', 'AT2G26800', 'AT5G01500', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G39830']	49	69	11	21
779	0.0061	['AT1G07510', 'AT1G15820', 'AT1G17850', 'AT1G52220', 'AT1G66670', 'AT2G20270', 'AT2G35040', 'AT2G40760', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G03455', 'AT5G12470', 'AT5G21430', 'AT5G42070', 'AT5G52970']	49	71	20	23
780	0.0061	['AT1G07510', 'AT1G17850', 'AT1G52220', 'AT1G66670', 'AT1G79230', 'AT2G20270', 'AT2G35040', 'AT2G40760', 'AT3G10470', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G03455', 'AT5G20140', 'AT5G21430', 'AT5G42070']	49	71	20	23
782	0.0061	['AT1G07510', 'AT1G17850', 'AT1G52220', 'AT1G66670', 'AT1G67280', 'AT1G79230', 'AT2G20270', 'AT2G35040', 'AT2G40760', 'AT3G10470', 'AT3G22690', 'AT3G26580', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G03455', 'AT5G20140', 'AT5G21430', 'AT5G42070']	49	71	20	23
27524	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT5G52970']	57	101	10	45
2014	0.0061	['AT1G16790', 'AT2G37230', 'AT2G40400', 'AT2G42975', 'AT4G39960']	50	61	5	12
134031	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15140', 'AT1G15820', 'AT1G17850', 'AT1G20810', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G54500', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74070', 'AT1G74710', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G21160', 'AT2G22360', 'AT2G24020', 'AT2G27290', 'AT2G37230', 'AT2G40400', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26080', 'AT3G26580', 'AT3G53560', 'AT3G55330', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G01900', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24750', 'AT4G24930', 'AT4G28025', 'AT4G35770', 'AT4G38380', 'AT4G39460', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970', 'AT5G53490']	76	86	66	11
168541	0.0061	['AT1G10170', 'AT1G17850', 'AT1G42960', 'AT1G54050', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G15110', 'AT5G03455', 'AT5G13120', 'AT5G39830']	85	110	11	26
27529	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G42960', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT5G52970']	57	101	10	45
8715	0.0061	['AT1G20810', 'AT1G54580', 'AT1G65260', 'AT1G74070', 'AT1G78915', 'AT2G21160', 'AT2G21530', 'AT2G37400', 'AT4G38100', 'AT5G62720']	53	64	10	12
107312	0.0061	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G18730', 'AT1G31180', 'AT1G54050', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT2G24020', 'AT2G27290', 'AT2G40760', 'AT3G10470', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G04020', 'AT4G31560', 'AT4G35770', 'AT4G39960', 'AT5G02160', 'AT5G15250', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970', 'AT5G62720']	71	82	30	12
154795	0.0061	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G42220', 'AT2G42975', 'AT3G24590', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G23890', 'AT5G52970']	81	106	22	26
11861	0.0061	['AT1G02560', 'AT1G07510', 'AT1G12250', 'AT1G14150', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G52220', 'AT1G54050', 'AT1G55370', 'AT1G66670', 'AT1G67280', 'AT1G72640', 'AT1G74710', 'AT1G76760', 'AT1G79230', 'AT1G80030', 'AT2G17630', 'AT2G20270', 'AT2G26800', 'AT2G27290', 'AT2G29500', 'AT2G30950', 'AT2G35040', 'AT2G37660', 'AT2G40760', 'AT2G41330', 'AT2G42975', 'AT3G10130', 'AT3G10470', 'AT3G15110', 'AT3G15360', 'AT3G24590', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G04020', 'AT4G13670', 'AT4G19830', 'AT4G20820', 'AT4G35770', 'AT4G39960', 'AT5G01500', 'AT5G03455', 'AT5G13120', 'AT5G15250', 'AT5G19370', 'AT5G20140', 'AT5G21430', 'AT5G35170', 'AT5G39830', 'AT5G42070', 'AT5G42270', 'AT5G42765', 'AT5G52440']	54	65	55	12
80418	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G31180', 'AT1G50250', 'AT1G52220', 'AT2G24020', 'AT2G40760', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G35770', 'AT5G52970']	67	78	15	12
80444	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G31180', 'AT1G52220', 'AT2G24020', 'AT2G40760', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G35770', 'AT5G42070', 'AT5G52970']	67	78	15	12
114016	0.0061	['AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT4G13010', 'AT4G20820', 'AT4G24930', 'AT4G38380', 'AT4G39730', 'AT5G12470', 'AT5G21430']	72	83	25	12
179755	0.0061	['AT1G12250', 'AT1G14150', 'AT1G76760', 'AT1G80030', 'AT2G26800', 'AT2G37660', 'AT2G40100', 'AT2G40400', 'AT3G01440', 'AT4G37925', 'AT5G19370']	90	100	11	11
181688	0.0061	['AT1G05385', 'AT1G16790', 'AT1G21750', 'AT1G54790', 'AT1G65260', 'AT1G74070', 'AT1G78915', 'AT2G01140', 'AT2G37400', 'AT4G38100']	91	102	10	12
183193	0.0061	['AT1G05385', 'AT1G16790', 'AT1G20810', 'AT1G21750', 'AT1G54790', 'AT1G65260', 'AT1G74070', 'AT1G78915', 'AT2G01140', 'AT2G37400', 'AT4G38100']	92	102	11	11
184654	0.0061	['AT1G12250', 'AT1G14150', 'AT1G76760', 'AT1G80030', 'AT2G17630', 'AT2G26800', 'AT2G30695', 'AT2G37660', 'AT2G40100', 'AT3G01440', 'AT4G04020', 'AT4G18370', 'AT4G37925', 'AT5G19370', 'AT5G42070']	93	104	15	12
20820	0.0061	['AT1G07510', 'AT1G15820', 'AT2G22360', 'AT2G42975', 'AT3G15360', 'AT3G24590', 'AT4G13670', 'AT5G12470', 'AT5G16660', 'AT5G21430']	56	78	10	23
86591	0.0061	['AT1G17850', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G26580']	67	111	5	45
86773	0.0061	['AT1G06690', 'AT1G14590', 'AT1G17850', 'AT1G31180', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT2G27290', 'AT2G40760', 'AT3G10130', 'AT3G10470', 'AT3G26580', 'AT4G01050', 'AT4G04020', 'AT4G18370', 'AT4G31560', 'AT4G35770', 'AT4G39960', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G62720']	68	78	22	11
86914	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G24930', 'AT4G35770', 'AT5G12470', 'AT5G21430', 'AT5G52970']	68	78	22	11
86918	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G24930', 'AT4G35770', 'AT5G12470', 'AT5G21430', 'AT5G52970']	68	78	22	11
120224	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G52970']	73	88	33	16
743	0.0061	['AT1G15820', 'AT1G75690', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT4G39460', 'AT5G12470', 'AT5G19500', 'AT5G53170']	49	71	10	23
121517	0.0061	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G55370', 'AT1G74710', 'AT2G24020', 'AT2G40760', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G52970']	73	95	25	23
25390	0.0061	['AT1G06690', 'AT1G42960', 'AT2G22360', 'AT3G15360', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT5G21430', 'AT5G42070', 'AT5G52970']	57	79	10	23
27534	0.0061	['AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT5G12470', 'AT5G52970']	57	101	10	45
93281	0.0061	['AT1G06690', 'AT1G17850', 'AT1G31180', 'AT1G42960', 'AT1G66670', 'AT1G67280', 'AT1G74710', 'AT2G22360', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G01050', 'AT4G31560', 'AT4G35770', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	69	79	22	11
28260	0.0061	['AT1G20810', 'AT1G21750', 'AT1G54580', 'AT1G65260', 'AT1G74070', 'AT1G78915', 'AT2G01140', 'AT2G21160', 'AT2G37400', 'AT3G53560', 'AT4G38100']	58	68	11	11
129811	0.0061	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15140', 'AT1G15820', 'AT1G17850', 'AT1G20810', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G66670', 'AT1G74070', 'AT1G74710', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G21160', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40400', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26080', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G28025', 'AT4G35770', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	75	86	50	12
117449	0.006	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT1G55370', 'AT1G74710', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G12470', 'AT5G23890', 'AT5G52970']	72	101	19	30
121080	0.006	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G55370', 'AT1G72640', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G12470', 'AT5G23890', 'AT5G42070', 'AT5G52970']	73	92	29	20
121085	0.006	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G12470', 'AT5G23890', 'AT5G42070', 'AT5G52970']	73	92	29	20
121090	0.006	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G55370', 'AT1G74710', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G52970']	73	92	29	20
155351	0.006	['AT1G07510', 'AT1G15140', 'AT1G15820', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT2G20270', 'AT2G24020', 'AT2G35040', 'AT2G43010', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G38380', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G21430', 'AT5G52970']	81	110	19	30
114980	0.006	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13010', 'AT4G20820', 'AT4G24930', 'AT4G39730', 'AT5G12470', 'AT5G16660', 'AT5G21430', 'AT5G23890', 'AT5G52970']	72	88	31	17
114945	0.006	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G52970']	72	88	31	17
114973	0.006	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G52970']	72	88	31	17
691	0.006	['AT1G07510', 'AT1G17850', 'AT1G52220', 'AT1G66670', 'AT1G79230', 'AT2G20270', 'AT2G35040', 'AT2G40760', 'AT3G10470', 'AT3G22690', 'AT3G26580', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G03455', 'AT5G20140', 'AT5G21430', 'AT5G42070', 'AT5G52970']	49	70	21	22
694	0.006	['AT1G07510', 'AT1G15820', 'AT1G17850', 'AT1G52220', 'AT1G66670', 'AT1G79230', 'AT2G20270', 'AT2G35040', 'AT2G40760', 'AT3G10470', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G03455', 'AT5G20140', 'AT5G21430', 'AT5G42070', 'AT5G52970']	49	70	21	22
699	0.006	['AT1G07510', 'AT1G15820', 'AT1G17850', 'AT1G29920', 'AT1G52220', 'AT1G66670', 'AT2G20270', 'AT2G35040', 'AT2G40760', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G03455', 'AT5G12470', 'AT5G21430', 'AT5G42070', 'AT5G52970']	49	70	21	22
129906	0.006	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15140', 'AT1G15820', 'AT1G20810', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G52220', 'AT1G55370', 'AT1G72640', 'AT1G74710', 'AT1G79230', 'AT1G79450', 'AT2G20270', 'AT2G21160', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26080', 'AT3G55330', 'AT3G57680', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G24930', 'AT4G28025', 'AT4G35770', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G23890', 'AT5G42070', 'AT5G42765', 'AT5G52970']	75	87	46	13
174993	0.006	['AT1G10170', 'AT1G17850', 'AT1G42960', 'AT1G54050', 'AT1G67280', 'AT1G72640', 'AT2G27290', 'AT3G15110', 'AT3G55330', 'AT4G35770', 'AT5G13120', 'AT5G15250']	87	110	12	24
109933	0.006	['AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G52970']	71	94	24	24
110034	0.006	['AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13010', 'AT4G13670', 'AT4G20820', 'AT5G12470', 'AT5G21430', 'AT5G52970']	71	95	23	25
87509	0.006	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G31180', 'AT1G42960', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G24930', 'AT4G35770', 'AT5G21430', 'AT5G42070', 'AT5G52970']	68	80	23	13
96623	0.006	['AT1G50250', 'AT1G54500', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G24590', 'AT4G13010', 'AT4G38380', 'AT4G39730', 'AT5G12470', 'AT5G16150', 'AT5G16660']	69	92	12	24
96703	0.006	['AT1G06690', 'AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT2G24020', 'AT2G37230', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13670', 'AT4G20820', 'AT4G35770', 'AT5G21430', 'AT5G42070', 'AT5G52970']	69	92	24	24
5653	0.006	['AT1G07510', 'AT1G15820', 'AT1G17850', 'AT1G22020', 'AT1G22450', 'AT1G29920', 'AT1G50250', 'AT1G51110', 'AT1G51350', 'AT1G52220', 'AT1G56500', 'AT1G67280', 'AT1G75690', 'AT1G76760', 'AT2G20270', 'AT2G22360', 'AT2G30950', 'AT2G35040', 'AT2G37230', 'AT2G40760', 'AT2G42975', 'AT3G10130', 'AT3G10470', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G26580', 'AT3G28850', 'AT3G55330', 'AT3G57680', 'AT3G58010', 'AT3G60370', 'AT4G13010', 'AT4G13670', 'AT4G16155', 'AT4G20820', 'AT4G35770', 'AT4G38380', 'AT4G39460', 'AT4G39960', 'AT5G03455', 'AT5G12470', 'AT5G16150', 'AT5G19500', 'AT5G20140', 'AT5G21430', 'AT5G42070', 'AT5G52440', 'AT5G52970', 'AT5G53170', 'AT5G59250']	52	65	51	14
73270	0.006	['AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT2G24020', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT5G12470', 'AT5G52970']	65	99	13	35
73285	0.006	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT2G24020', 'AT2G40760', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G35770', 'AT5G52970']	65	99	13	35
9115	0.006	['AT1G12250', 'AT1G55370', 'AT1G67280', 'AT1G76760', 'AT1G80030', 'AT2G27290', 'AT2G30950', 'AT2G40400', 'AT3G26580', 'AT4G04020', 'AT4G39960', 'AT5G19370', 'AT5G42765']	53	70	13	18
48627	0.006	['AT1G07510', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G50250', 'AT2G24020', 'AT3G15360', 'AT3G24590', 'AT3G55330', 'AT5G12470', 'AT5G21430', 'AT5G52970']	61	95	13	35
9126	0.006	['AT1G12250', 'AT1G55370', 'AT1G67280', 'AT1G76760', 'AT1G80030', 'AT2G27290', 'AT2G30950', 'AT3G26580', 'AT4G04020', 'AT4G39960', 'AT5G19370', 'AT5G20140', 'AT5G42765']	53	70	13	18
108781	0.006	['AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G50250', 'AT1G79230', 'AT2G22360', 'AT2G24020', 'AT2G37230', 'AT2G42220', 'AT2G42975', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT4G13010', 'AT4G20820', 'AT4G24930', 'AT4G39730', 'AT5G12470', 'AT5G21430', 'AT5G52970']	71	88	26	18
97109	0.006	['AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G79230', 'AT2G24020', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G24930', 'AT5G12470', 'AT5G52970']	69	95	17	27
97111	0.006	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G42960', 'AT1G79230', 'AT2G24020', 'AT2G40760', 'AT3G10130', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G24930', 'AT5G52970']	69	95	17	27
97132	0.006	['AT1G06690', 'AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G79230', 'AT2G24020', 'AT2G40760', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G24930', 'AT5G52970']	69	95	17	27
97133	0.006	['AT1G10170', 'AT1G15820', 'AT1G23740', 'AT1G29920', 'AT1G30510', 'AT1G42960', 'AT1G79230', 'AT2G24020', 'AT2G40760', 'AT2G43010', 'AT3G15360', 'AT3G22690', 'AT3G55330', 'AT3G57680', 'AT4G20820', 'AT4G24930', 'AT5G52970']	69	95	17	27
31822	0.006	['AT1G07510', 'AT1G15820', 'AT1G42960', 'AT2G24020', 'AT2G37230', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT3G57680', 'AT5G12470', 'AT5G21430', 'AT5G52970']	58	92	13	35
31845	0.006	['AT1G06690', 'AT1G07510', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT2G24020', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT5G21430', 'AT5G42070', 'AT5G52970']	58	92	13	35
31858	0.006	['AT1G07510', 'AT1G10170', 'AT1G15820', 'AT1G29920', 'AT1G42960', 'AT1G50250', 'AT2G24020', 'AT2G37230', 'AT3G15360', 'AT3G22690', 'AT3G24590', 'AT3G55330', 'AT5G12470']	58	92	13	35
