term_id	sign_score	annotation_gene	annotation_window	geneSize	window_size
118777	0.119	['AT1G75690', 'AT3G28850', 'AT1G51350', 'AT3G15840', 'AT5G53170', 'AT4G16155', 'AT1G22450']	[24]	7	1
213	0.1167	['AT1G03160', 'AT2G18790', 'AT3G08920', 'AT4G33010', 'AT5G53170']	[0, 1, 2]	5	3
1991	0.1162	['AT1G03160', 'AT2G18790', 'AT3G08920', 'AT3G14420', 'AT4G33010', 'AT5G53170']	[1, 2]	6	2
100020	0.1111	['AT1G80030', 'AT3G10470', 'AT2G27290', 'AT2G35040', 'AT3G08920', 'AT4G39960']	[21]	6	1
50243	0.1111	['AT1G67840', 'AT1G65260', 'AT1G74880', 'AT1G50450', 'AT2G21530', 'AT4G38100']	[13]	6	1
162873	0.1111	['AT1G02560', 'AT1G16880', 'AT2G30695', 'AT2G44990', 'AT3G08920', 'AT5G08540']	[35, 36, 37, 38, 39, 40]	6	6
5594	0.1074	['AT1G03160', 'AT1G14345', 'AT1G67700', 'AT1G72640', 'AT2G20260', 'AT2G29180', 'AT3G01440', 'AT3G08920', 'AT3G14420', 'AT4G27700', 'AT4G33010']	[3, 4]	11	2
77463	0.1062	['AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT4G27700']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	7	17
124320	0.1037	['AT4G27700', 'AT5G53170', 'AT4G16155', 'AT3G28850', 'AT3G15840', 'AT1G22020', 'AT1G51350', 'AT5G59250', 'AT1G22450']	[25]	9	1
8674	0.1026	['AT1G03160', 'AT4G37925', 'AT3G01440', 'AT2G20260', 'AT2G29180', 'AT1G72640', 'AT1G80380', 'AT3G14420', 'AT1G14345', 'AT1G67700', 'AT3G08920', 'AT4G33010', 'AT4G27700']	[4]	13	1
23520	0.1026	['AT1G03090', 'AT1G50450', 'AT1G54500', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G38100']	[8, 9, 10, 11]	7	4
71219	0.1018	['AT1G22020', 'AT1G22450', 'AT4G16155', 'AT4G27700', 'AT5G59250']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25]	5	10
165280	0.1	['AT1G50450', 'AT4G19830', 'AT1G74880', 'AT1G65260', 'AT1G67840', 'AT2G01140', 'AT2G21530', 'AT4G38100']	[36]	8	1
1976	0.1	['AT1G03160', 'AT2G29180', 'AT4G33010', 'AT3G14420', 'AT3G08920', 'AT5G53170']	[1]	6	1
155446	0.1	['AT1G67840', 'AT4G19830', 'AT2G21530', 'AT4G38100', 'AT1G65260', 'AT2G01140']	[33]	6	1
93114	0.1	['AT1G03160', 'AT1G67700', 'AT1G80380', 'AT1G14345', 'AT1G03090', 'AT2G30695', 'AT2G37660']	[20]	7	1
134444	0.0958	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT4G27700', 'AT5G53170', 'AT5G59250']	[27, 28, 29, 30, 31, 32, 33]	10	7
58476	0.0952	['AT1G02560', 'AT1G80030', 'AT2G30695', 'AT2G37660', 'AT3G08920', 'AT5G01500', 'AT5G19370']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	7	10
163287	0.0924	['AT1G02560', 'AT1G16880', 'AT1G67700', 'AT2G29500', 'AT2G30695', 'AT2G44990', 'AT3G08920']	[35, 36, 37, 38, 39, 40, 41, 42]	7	8
126936	0.0917	['AT1G22020', 'AT2G35040', 'AT3G15840', 'AT3G58010', 'AT5G53170']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	5	15
28263	0.0909	['AT1G03090', 'AT1G50450', 'AT1G54500', 'AT1G65260', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G38100']	[9, 10]	8	2
23688	0.0905	['AT1G67700', 'AT3G01440', 'AT3G08920', 'AT4G27700', 'AT4G37925']	[8, 9, 10, 11, 12]	5	5
126947	0.0903	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	8	15
160956	0.0884	['AT1G02560', 'AT1G16880', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT3G08920']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	6	13
93129	0.0875	['AT2G30695', 'AT2G37660', 'AT1G03090', 'AT3G08920', 'AT1G02560', 'AT1G80030', 'AT5G01500', 'AT1G67700']	[20]	8	1
164066	0.0873	['AT1G02560', 'AT1G16880', 'AT1G67700', 'AT2G29500', 'AT2G44990', 'AT3G08920']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	6	12
162178	0.0871	['AT1G02560', 'AT1G03090', 'AT1G16880', 'AT1G67700', 'AT2G29500', 'AT2G30695', 'AT2G44990', 'AT3G08920']	[35, 36]	8	2
179762	0.0866	['AT1G50450', 'AT1G54500', 'AT1G65260', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G19830']	[41, 42]	7	2
162216	0.0866	['AT1G65260', 'AT1G67840', 'AT1G74880', 'AT2G01140', 'AT2G21530', 'AT4G19830', 'AT4G38100']	[35, 36]	7	2
70621	0.0858	['AT1G02560', 'AT1G03090', 'AT1G80030', 'AT2G30695', 'AT2G37660', 'AT3G08920', 'AT5G01500', 'AT5G19370']	[16, 17, 18, 19, 20, 21, 22, 23]	8	8
180024	0.0855	['AT1G50450', 'AT1G54500', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G19830']	[41, 42, 43, 44]	6	4
23466	0.0855	['AT1G14345', 'AT1G67700', 'AT3G01440', 'AT3G08920', 'AT4G27700', 'AT4G37925']	[8, 9, 10, 11]	6	4
124312	0.0852	['AT3G46780', 'AT1G22020', 'AT4G27700', 'AT4G16155', 'AT1G22450', 'AT3G15840', 'AT1G51350', 'AT5G59250', 'AT3G28850']	[25]	9	1
69359	0.0833	['AT1G22020', 'AT1G22450', 'AT1G56500', 'AT4G16155', 'AT4G27700', 'AT5G59250']	[16, 17, 18]	6	3
141136	0.0833	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT4G27700', 'AT5G53170', 'AT5G59250']	[29, 30, 31]	12	3
179630	0.0833	['AT1G50450', 'AT1G21750', 'AT4G19830', 'AT1G67840', 'AT1G65260', 'AT1G74880', 'AT1G54500', 'AT2G21530']	[41]	8	1
148329	0.0833	['AT1G03160', 'AT2G29500', 'AT2G30695', 'AT1G03090', 'AT3G08920', 'AT2G44990']	[31]	6	1
160217	0.0833	['AT1G02560', 'AT1G16880', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920']	[34, 35, 36, 37, 38, 39, 40, 41, 42]	8	9
162143	0.0833	['AT1G67840', 'AT4G19830', 'AT1G74880', 'AT2G21530', 'AT4G38100', 'AT1G21750', 'AT1G65260', 'AT2G01140']	[35]	8	1
76329	0.0823	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT4G27700', 'AT5G59250']	[17, 18, 19, 20, 21, 22, 23, 24, 25]	9	9
33378	0.0818	['AT1G03160', 'AT1G14345', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G27700', 'AT4G37925']	[10, 11]	10	2
46222	0.0807	['AT1G02560', 'AT1G67700', 'AT2G30695', 'AT2G37660', 'AT3G08920']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	5	10
132141	0.0806	['AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT4G16155', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	7	17
155445	0.0806	['AT1G75690', 'AT3G46780', 'AT5G53170', 'AT4G16155', 'AT5G59250', 'AT3G28850', 'AT4G27700', 'AT3G15840', 'AT1G22020', 'AT1G51350', 'AT3G25480', 'AT1G22450']	[33]	12	1
33573	0.0802	['AT1G03160', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G27700', 'AT4G37925']	[10, 11, 12]	9	3
159066	0.0802	['AT1G02560', 'AT1G03090', 'AT1G16880', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920']	[34, 35, 36]	9	3
35613	0.0794	['AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	5	12
162214	0.0793	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G54500', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT4G27700', 'AT5G53170', 'AT5G59250']	[35, 36]	13	2
182355	0.0792	['AT1G02560', 'AT1G03160', 'AT1G16880', 'AT2G20260', 'AT2G29500']	[42, 43, 44, 45, 46, 47, 48]	5	7
177463	0.0788	['AT1G02560', 'AT2G44990', 'AT1G03160', 'AT2G29500', 'AT2G30695', 'AT5G08540', 'AT1G67700', 'AT3G08920', 'AT1G16880', 'AT2G20260', 'AT5G01500']	[40]	11	1
58227	0.0784	['AT1G02560', 'AT1G67700', 'AT2G30695', 'AT2G37660', 'AT3G08920', 'AT5G01500']	[14, 15, 16, 17, 18, 19, 20, 21]	6	8
34860	0.0778	['AT1G14345', 'AT1G67700', 'AT2G30695', 'AT3G01440', 'AT3G08920']	[10, 11, 12, 13, 14, 15, 16, 17, 18]	5	9
148328	0.0778	['AT1G03160', 'AT2G29500', 'AT2G30695', 'AT1G03090', 'AT1G67700', 'AT1G14345']	[31]	6	1
133156	0.0774	['AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G46780', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	5	22
148786	0.0774	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[31, 32, 33, 34, 35]	12	5
106680	0.0771	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT4G16155', 'AT4G27700', 'AT5G59250']	[22, 23]	11	2
155747	0.0769	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G54500', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[33, 34, 35, 36]	11	4
162462	0.0769	['AT1G02560', 'AT1G16880', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT5G08540']	[35, 36, 37, 38]	9	4
159096	0.0764	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G54500', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[34, 35, 36]	12	3
57279	0.0762	['AT1G02560', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G67700', 'AT1G80380', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G01500', 'AT5G42270']	[14, 15, 16, 17, 18]	15	5
165883	0.0758	['AT1G02560', 'AT1G12250', 'AT1G16880', 'AT1G80030', 'AT2G17630', 'AT2G30695', 'AT2G44990', 'AT3G08920', 'AT5G01500', 'AT5G08540', 'AT5G19370']	[36, 37, 38, 39, 40]	11	5
172389	0.0758	['AT1G02560', 'AT1G16880', 'AT1G67700', 'AT1G80030', 'AT2G17630', 'AT2G30695', 'AT2G44990', 'AT3G08920', 'AT5G01500', 'AT5G08540', 'AT5G19370']	[38, 39, 40]	11	3
126501	0.0758	['AT1G22020', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G58010', 'AT5G53170']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]	6	13
23362	0.0754	['AT1G03090', 'AT1G50450', 'AT1G65260', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G38100']	[8, 9, 10]	7	3
126168	0.075	['AT1G22020', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT5G53170', 'AT5G59250']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	6	11
160544	0.075	['AT1G02560', 'AT1G16880', 'AT2G20260', 'AT2G30695', 'AT2G37660', 'AT2G44990']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	6	11
131332	0.0743	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G46780', 'AT4G16155', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	8	14
100293	0.0741	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51350', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT4G27700', 'AT5G59250']	[21, 22, 23]	9	3
45369	0.0739	['AT1G03160', 'AT1G14150', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G42270']	[12, 13, 14, 15, 16, 17, 18]	11	7
93040	0.0733	['AT1G75690', 'AT3G28850', 'AT5G59250', 'AT4G27700', 'AT1G22020', 'AT5G16660', 'AT1G51350', 'AT3G15840', 'AT4G16155', 'AT1G22450']	[20]	10	1
129578	0.0733	['AT1G03160', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT1G27510', 'AT1G67700', 'AT1G03090', 'AT5G35170', 'AT2G29180', 'AT1G14345']	[26]	10	1
69327	0.072	['AT1G22450', 'AT1G56500', 'AT2G42220', 'AT4G27700', 'AT4G38380', 'AT4G39460', 'AT5G16660', 'AT5G53170']	[16, 17]	8	2
158898	0.0718	['AT2G17630', 'AT1G80030', 'AT5G19370', 'AT1G03090', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT3G08920', 'AT1G02560', 'AT1G16880', 'AT2G37660', 'AT2G44990', 'AT5G01500']	[34]	13	1
34859	0.0714	['AT1G03160', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920']	[10, 11, 12, 13, 14, 15, 16, 17, 18]	7	9
106630	0.0714	['AT5G01500', 'AT1G67700', 'AT1G80030', 'AT1G03090', 'AT2G30695', 'AT2G37660', 'AT1G02560']	[22]	7	1
180182	0.0714	['AT1G50450', 'AT1G67840', 'AT1G74880', 'AT2G21530', 'AT4G19830']	[41, 42, 43, 44, 45]	5	5
69471	0.0708	['AT1G02560', 'AT1G03090', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G67700', 'AT1G76760', 'AT1G80030', 'AT1G80380', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G01500', 'AT5G19370', 'AT5G42270']	[16, 17, 18]	20	3
141707	0.0706	['AT1G03090', 'AT2G29500', 'AT2G30695', 'AT2G44990', 'AT3G08920']	[29, 30, 31, 32, 33, 34, 35, 36]	5	8
132142	0.0705	['AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G46780', 'AT4G16155', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	6	17
125653	0.07	['AT1G22020', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G58010', 'AT5G16660', 'AT5G53170']	[25, 26, 27, 28, 29, 30, 31, 32]	7	8
148369	0.0699	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51350', 'AT1G75690', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[31, 32]	13	2
70401	0.0698	['AT1G02560', 'AT1G03090', 'AT1G67700', 'AT2G30695', 'AT2G37660', 'AT3G08920', 'AT5G01500']	[16, 17, 18, 19, 20, 21]	7	6
162174	0.0697	['AT1G02560', 'AT1G03090', 'AT1G16880', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT5G08540']	[35, 36]	10	2
57018	0.0694	['AT1G02560', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G18730', 'AT1G67700', 'AT1G80380', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT4G37925', 'AT5G01500', 'AT5G42270']	[14, 15, 16, 17]	17	4
167246	0.0688	['AT1G02560', 'AT1G16880', 'AT2G17630', 'AT2G20260', 'AT2G29500', 'AT2G44990', 'AT3G08920', 'AT5G01500']	[36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	8	11
34695	0.0686	['AT1G14345', 'AT1G67700', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G37925']	[10, 11, 12, 13, 14, 15, 16, 17]	6	8
155613	0.0685	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51350', 'AT1G54500', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G19500', 'AT5G53170', 'AT5G59250']	[33, 34, 35]	15	3
131338	0.0685	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	11	14
134103	0.0675	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51110', 'AT1G51350', 'AT1G75690', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[27, 28, 29]	14	3
74784	0.0675	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G56500', 'AT3G28850', 'AT4G27700', 'AT5G59250']	[17, 18, 19]	7	3
134642	0.0673	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[27, 28, 29, 30, 31, 32, 33, 34, 35]	11	9
2032	0.0673	['AT1G03160', 'AT1G14345', 'AT1G67700', 'AT1G72640', 'AT2G20260', 'AT3G08920', 'AT3G14420', 'AT4G33010']	[1, 2, 3, 4]	8	4
35132	0.0673	['AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	6	10
35125	0.0673	['AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G37925']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	6	10
130909	0.067	['AT1G22020', 'AT1G50460', 'AT1G51350', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT4G16155', 'AT5G53170']	[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]	9	12
63634	0.067	['AT1G02560', 'AT1G03160', 'AT1G14150', 'AT1G14345', 'AT1G67700', 'AT1G76760', 'AT1G80380', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G01440', 'AT3G08920', 'AT3G15110', 'AT5G01500', 'AT5G19370', 'AT5G42270']	[15, 16, 17, 18]	18	4
100008	0.0667	['AT4G27700', 'AT1G22020', 'AT1G22450', 'AT3G46780', 'AT3G28850', 'AT3G15840', 'AT1G51350', 'AT3G25480', 'AT5G59250', 'AT1G50460']	[21]	10	1
70094	0.0667	['AT1G22020', 'AT1G22450', 'AT1G56500', 'AT4G27700', 'AT5G59250']	[16, 17, 18, 19, 20]	5	5
106636	0.0667	['AT1G02560', 'AT1G03160', 'AT1G67700', 'AT1G03090', 'AT2G30695', 'AT2G37660']	[22]	6	1
74412	0.0667	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G56500', 'AT1G75690', 'AT3G15840', 'AT3G28850', 'AT4G16155', 'AT4G27700', 'AT5G59250']	[17, 18]	10	2
174216	0.0667	['AT1G07510', 'AT2G20270', 'AT4G13670', 'AT5G12470', 'AT5G53170']	[38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	5	11
112847	0.0667	['AT4G16155', 'AT3G46780', 'AT5G19500', 'AT5G59250', 'AT3G28850', 'AT4G27700', 'AT1G22020', 'AT3G15840', 'AT1G51350', 'AT3G25480', 'AT1G50460', 'AT1G22450']	[23]	12	1
181471	0.0667	['AT2G17630', 'AT5G01500', 'AT1G03160', 'AT2G29500', 'AT2G30695', 'AT2G20260', 'AT1G67700', 'AT3G08920', 'AT1G16880', 'AT2G44990', 'AT1G02560']	[42]	11	1
160957	0.0667	['AT1G02560', 'AT1G16880', 'AT2G20260', 'AT2G37660', 'AT2G44990']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	5	13
34620	0.0662	['AT1G03160', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT3G01440', 'AT3G08920', 'AT4G37925']	[10, 11, 12, 13, 14, 15, 16, 17]	8	8
45371	0.066	['AT1G02560', 'AT1G03160', 'AT1G14150', 'AT1G67700', 'AT2G20260', 'AT2G29500', 'AT2G30695', 'AT2G37660', 'AT2G44990', 'AT3G08920', 'AT3G15110', 'AT5G42270']	[12, 13, 14, 15, 16, 17, 18]	12	7
175105	0.0657	['AT1G02560', 'AT1G12250', 'AT1G16880', 'AT1G67700', 'AT1G80030', 'AT2G17630', 'AT2G30695', 'AT2G44990', 'AT3G08920', 'AT5G01500', 'AT5G08540', 'AT5G19370']	[39, 40]	12	2
162679	0.0655	['AT1G22020', 'AT1G22450', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT4G27700', 'AT5G53170', 'AT5G59250']	[35, 36, 37, 38, 39]	12	5
142985	0.0652	['AT1G50460', 'AT2G35040', 'AT3G46780', 'AT4G16155', 'AT5G16150', 'AT5G16660', 'AT5G19500', 'AT5G53170']	[29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	8	14
129891	0.0651	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51110', 'AT1G51350', 'AT1G75690', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[26, 27, 28, 29]	13	4
129889	0.0651	['AT1G22020', 'AT1G22450', 'AT1G50460', 'AT1G51110', 'AT1G51350', 'AT1G75690', 'AT2G35040', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT4G16155', 'AT5G53170', 'AT5G59250']	[26, 27, 28, 29]	13	4
159090	0.0648	['AT1G22020', 'AT1G51350', 'AT1G54500', 'AT3G15840', 'AT3G25480', 'AT3G46780', 'AT3G53560', 'AT4G16155', 'AT5G53170']	[34, 35, 36]	9	3
87597	0.0646	['AT1G22020', 'AT1G51350', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT4G27700', 'AT5G59250']	[19, 20, 21, 22, 23]	7	5
87600	0.0646	['AT1G22020', 'AT1G50460', 'AT3G15840', 'AT3G25480', 'AT3G28850', 'AT4G27700', 'AT5G59250']	[19, 20, 21, 22, 23]	7	5
